doc_id,status,model,temperature,案件金额_一审,金额类型_一审,金额依据_一审,案件类型_一审,具体案由_一审,是否涉及虚拟货币_一审,典型虚拟货币_一审,币种_一审,涉币活动类型_一审,法律定性_一审,财产属性_一审,直接合同效力_一审,间接合同效力_一审,无效/不保护理由_一审,引用法律_一审,监管政策_一审,政策标签_一审,司法裁判框架_一审,裁判结果摘要_一审,裁判理由摘要_一审,低置信字段_一审,案件金额_二审,金额类型_二审,金额依据_二审,案件类型_二审,具体案由_二审,是否涉及虚拟货币_二审,典型虚拟货币_二审,币种_二审,涉币活动类型_二审,法律定性_二审,财产属性_二审,直接合同效力_二审,间接合同效力_二审,无效/不保护理由_二审,引用法律_二审,监管政策_二审,政策标签_二审,司法裁判框架_二审,裁判结果摘要_二审,裁判理由摘要_二审,低置信字段_二审,二审处理结果,最终生效审级,最终采用字段后缀,裁判理由是否变化,裁判结果是否变化,是否仅程序性处理,一二审变化字段
548f3817-0093-4e15-b937-a94e00db3c41,ok,deepseek-v4-pro,0,86000,原告诉请本金,宣某某向一审法院起诉请求:一、被告归还原告投资费款86000元,民事,合同纠纷,false,否,[],[],合同关系,[],有效,,[],"[""《中华人民共和国合同法》第一百零七条""]",[],[],"[""返还本金或原物""]",万某某返还宣某某49000元及利息,合同关系成立且有效，万某某未举证投资款使用情况，应返还剩余投资款,[],86000,原告诉请本金,"宣某某上诉请求:一、撤销原判,改判万某某返还投资款86000元",民事,合同纠纷,false,否,[],[],合同关系,[],有效,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""返还本金或原物""]",驳回上诉，维持原判,一审认定事实清楚，适用法律正确，双方上诉理由均不成立,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
b70f4053-9892-4772-ac20-a95e0125af65,ok,deepseek-v4-pro,0,,,,民事,合同纠纷,true,是,"[""比特币""]","[""交易所交易""]",服务合同关系,"[""网络虚拟财产"",""虚拟财产"",""特定虚拟商品"",""不具有法偿性"",""非货币"",""不属于法定货币""]",未明确,,"[""非法债务"",""投资风险自担""]","[""《中华人民共和国合同法》第七条"",""《最高人民法院关于民事诉讼证据的若干规定》第二条"",""《中华人民共和国民事诉讼法》第六十四条"",""《中华人民共和国民事诉讼法》第一百四十二条""]","[""《关于防范比特币风险的通知》""]","[""2013五部委通知""]","[""风险自担"",""不受法律保护""]",驳回张某1的诉讼请求。,比特币交易不受法律保护，风险自担；黑客盗币属不可抗力，张某1未能证明曼维公司有过错或保管义务。,[],,,,民事,合同纠纷,true,是,"[""比特币""]","[""交易所交易""]",服务合同关系,"[""不具有法偿性"",""非货币"",""不属于法定货币""]",,,"[""非法债务""]","[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]","[""《关于防范比特币风险的通知》"",""《关于防范代币发行融资风险的公告》""]","[""2013五部委通知"",""2017九四公告""]","[""非法债务"",""不受法律保护""]",驳回上诉，维持原判。,因比特币产生的债务系非法债务，不受法律保护，张某1应自行承担风险。,[],驳回上诉、维持原判,一审,_first_instance,true,false,false,"[""reasons_for_invalidity_or_no_protection"",""judicial_framing"",""reasoning_summary""]"
a809958d-f1f3-4e91-92bf-a9c400b2d6bb,ok,deepseek-v4-pro,0,40000,原告诉请本金,"刘某某向一审法院起诉,请求判令:3.展信达公司赔偿刘某某经济损失及维权费用10万元(含维权成本);一审判决:二、展信达公司于判决发生法律效力之日起十日内赔偿刘某某经济损失及合理维权费用共计40000元",民事,侵害外观设计专利权纠纷,false,否,[],[],侵害外观设计专利权纠纷,[],,,[],"[""《中华人民共和国侵权责任法》第十五条、第(六)项和第二款"",""《中华人民共和国专利法》第十一条第二款、第五十九条第二款、第六十五条"",""《最高人民法院关于审理侵犯专利权纠纷案件应用法律若干问题的解释》第八条、第十一条"",""《中华人民共和国民事诉讼法》第一百五十二条""]",[],[],[],停止制造、销售、许诺销售侵权产品，赔偿经济损失及合理维权费用共计40000元，驳回其他诉讼请求,被诉侵权设计与授权外观设计构成近似，落入专利权保护范围；展信达公司实施了制造、销售、许诺销售行为；赔偿数额综合考虑侵权性质、经营规模、专利类型等因素酌定,[],40000,原告诉请本金,二审维持一审判决赔偿40000元,民事,侵害外观设计专利权纠纷,false,否,[],[],侵害外观设计专利权纠纷,[],,,[],"[""《中华人民共和国专利法》第五十九条第二款"",""《最高人民法院关于审理侵犯专利权纠纷案件应用法律若干问题的解释》第八条、第十一条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],[],驳回上诉，维持原判,一审认定事实清楚，适用法律正确；被诉侵权产品落入保护范围；赔偿数额合理,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
f8e1c07e-61fb-4d98-ab7b-a91500c2a045,ok,deepseek-v4-pro,0,170000,原告诉请本金,李某3向一审法院起诉请求：1.判决刘某某、许某某共同归还借款本金170000元及利息,民事,民间借贷纠纷,false,否,[],[],民间借贷关系,[],,,[],"[""《中华人民共和国民法通则》第一百零八条"",""《最高人民法院关于适用<中华人民共和国婚姻法>若干问题的解释(二)》第24条"",""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二十九条第二款第一项""]",[],[],[],刘某某、许某某共同归还借款170000元及利息,借贷关系合法有效，刘某某欠款事实清楚，债务属夫妻共同债务,[],170000,原告诉请本金,李某3向一审法院起诉请求：1.判决刘某某、许某某共同归还借款本金170000元及利息,民事,民间借贷纠纷,false,否,[],[],民间借贷关系,[],,,[],"[""《最高人民法院关于审理涉及夫妻债务纠纷案件适用法律有关问题的解释》第三条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第(二)项""]",[],[],[],撤销一审判决，改判刘某某偿还借款170000元及利息，驳回李某3对许某某的诉讼请求,借款不属于赌债，借据真实有效；但借款超出家庭日常生活需要，不属于夫妻共同债务,[],改判,二审,_second_instance,true,true,false,"[""legal_characterization"",""outcome_summary"",""reasoning_summary""]"
d299d863-89ef-4d68-9f03-a8d201416c34,ok,deepseek-v4-pro,0,18994.66,原告诉请本金,岑某某主张正标行公司一次性返还未返的货款18994.66元，法院予以支持,民事,网络购物合同纠纷,false,否,[],[],网络购物合同关系,[],有效,,[],"[""《中华人民共和国合同法》第三十九条"",""《中华人民共和国合同法》第四十条"",""《中华人民共和国合同法》第一百零七条"",""《中华人民共和国合同法》第一百零八条"",""《最高人民法院关于适用<中华人民共和国公司法>若干问题的规定(三)》第十三条第二款""]",[],[],"[""合同有效"",""返还本金或原物""]",正标行公司返还货款18994.66元及定金5000元，陈某2、陈某3在未出资本息范围内承担补充赔偿责任，驳回其他诉讼请求,网络购物合同有效，正标行公司单方变更返现规则无效，格式免责条款无效，应依约返现；股东未履行出资义务应承担补充赔偿责任,[],18994.66,原告诉请本金,一审判决第一项：正标行公司向岑某某返还货款18994.66元；二审维持原判,民事,网络购物合同纠纷,false,否,[],[],网络购物合同关系,[],有效,,[],"[""《中华人民共和国合同法》第七十七条第一款"",""《中华人民共和国合同法》第三十九条"",""《中华人民共和国合同法》第四十条"",""《最高人民法院关于适用<中华人民共和国公司法>若干问题的规定(三)》第十三条第二款"",""《中华人民共和国民事诉讼法》第一百七十条第一款第一项"",""《中华人民共和国民事诉讼法》第一百七十五条""]",[],[],"[""合同有效"",""返还本金或原物""]",驳回上诉，维持原判,一审认定事实清楚，适用法律正确，正标行公司单方变更返现规则缺乏理据，格式免责条款无效，股东补充赔偿责任处理并无不当,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
f652b082-a191-4ccf-b0af-a9ae00b5e4e4,ok,deepseek-v4-pro,0,350350,返还本金,被告付某某尚未发货的货款为35.035万元，对原告要求被告返还上述货款，法院按35.035万元予以确认,民事,买卖合同纠纷,true,是,"[""比特币""]","[""买卖/兑换""]",买卖合同关系,[],有效,,[],"[""《中华人民共和国合同法》第十条"",""《中华人民共和国合同法》第六十条"",""《中华人民共和国合同法》第九十四条第一款第(三)项"",""《中华人民共和国合同法》第九十四条第一款第(四)项"",""《中华人民共和国民事诉讼法》第六十四条"",""《最高人民法院关于民事诉讼证据的若干规定》第二条"",""《中华人民共和国民事诉讼法》第一百四十四条""]",[],[],"[""合同有效"",""返还本金或原物""]",解除合同，返还货款35.035万元，驳回其他诉讼请求,矿机买卖合同有效，被告迟延履行债务致使合同目的不能实现，构成根本违约，原告有权解除合同并要求退还货款,[],350350,返还本金,一审判决认定基本事实清楚，程序合法，适用法律正确，应予维持,民事,买卖合同纠纷,true,是,"[""比特币""]","[""买卖/兑换""]",买卖合同关系,[],有效,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""合同有效"",""返还本金或原物""]",驳回上诉，维持原判,一审判决认定基本事实清楚，程序合法，适用法律正确，应予维持,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
6748726e-d84e-4ea7-ad14-a9bb0154f324,ok,deepseek-v4-pro,0,150000,原告诉请本金,朱某某向一审法院的起诉请求:1、判令王某1归还借款15万元,民事,民间借贷纠纷,true,否,[],[],民间借贷关系,[],,,[],"[""《中华人民共和国民法通则》第九十条"",""《中华人民共和国民法通则》第一百零八条"",""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二十九条第一款"",""《中华人民共和国民事诉讼法》第三十九条第一款"",""《中华人民共和国民事诉讼法》第六十四条第一款"",""《中华人民共和国民事诉讼法》第一百三十四条第一款""]",[],[],[],王某1给付朱某某借款15万元及利息（从2017年1月30日起至还清之日止，按照年利率6%计算），驳回朱某某其他诉讼请求。,朱某某借款给王某115万元的事实，由借条、银行交易明细、支付利息行为、聊天记录、证人证言等证据证明，朱某某已履行支付借款款项的义务。王某1抗辩借款合法性，因本案属于借款纠纷，王某1未能提供证据证明朱某某涉嫌传销，不予采信。,[],150000,原告诉请本金,"朱某某提起本案诉讼,要求王某1归还借款15万元及相应利息",民事,民间借贷纠纷,true,否,[],[],民间借贷关系,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第(一)项""]",[],[],[],驳回上诉，维持原判。,王某1借款目的系用于投资，朱某某已按王某1指示将相应款项进行了投资即完成了案涉借款的交付义务。王某1无证据证明案涉借款存在违法事由，合法的债务应当清偿。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
94ff7458-1474-467c-b1cc-a7be0128d4dd,ok,deepseek-v4-pro,0,380000,原告诉请本金,徐某某向一审法院起诉请求:1.判令被告偿还原告借款38万元,民事,民间借贷纠纷,false,否,[],[],民间借贷关系,[],,,[],"[""《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第九条"",""《中华人民共和国民事诉讼法》第六十四条第一款""]",[],[],"[""证据不足""]",驳回原告徐某某的诉讼请求。,原告未能证明借款已实际交付，民间借贷合同未生效，证据不足。,[],380000,原告诉请本金,"徐某某上诉请求:1、请求撤销原判,依法改判;2、本案一、二审诉讼费由被上诉人承担。事实和理由:上诉人与被上诉人之间的民间借贷关系,系双方当事人真实的意思表示,借条也系当事人亲笔所写,直接证据、间接证据都形成了证据链条,理应得到法律支持。",民事,民间借贷纠纷,false,否,[],[],民间借贷关系,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""证据不足""]",驳回上诉，维持原判。,上诉人未能提供合法有效证据证明借贷行为实际发生，一审认定证据不足正确。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
cb146f75-5394-4435-b31d-a96800cce0b8,ok,deepseek-v4-pro,0,25000,原告诉请本金,陶某某向一审法院起诉请求:1.判令贾某某立即支付25000元,民事,委托理财合同纠纷,true,是,"[""虚拟货币""]","[""委托理财/代投""]",委托理财合同关系,[],有效,,[],"[""《中华人民共和国合同法》第一百零七条"",""《中华人民共和国合同法》第三百九十六条"",""《中华人民共和国合同法》第三百九十九条"",""《关于贯彻执行<中华人民共和国民法通则>若干问题的意见(试行)》第六十九条""]",[],[],"[""合同有效"",""返还本金或原物""]",贾某某支付陶某某25000元,双方成立口头委托理财合同，保证书合法有效，贾某某应支付25000元,[],25000,原告诉请本金,"贾某某上诉请求:撤销一审判决,依法改判;一、二审诉讼费由陶某某承担。事实和理由:...贾某某出具的保证书是在陶某某逼迫下所写,应当认定无效。...一审法院判决贾某某支付陶某某25000元。",民事,委托理财合同纠纷,true,是,"[""虚拟货币""]","[""委托理财/代投""]",委托理财合同关系,[],有效,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""合同有效"",""返还本金或原物""]",驳回上诉，维持原判,一审认定事实清楚，适用法律正确，保证书合法有效，贾某某应支付25000元,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
18d3cc7d-e097-47a4-ad53-a905012f1a9b,ok,deepseek-v4-pro,0,20000,原告诉请本金,魏某某向一审法院起诉请求:一、判令马某某偿还魏某某订金2万元,民事,买卖合同纠纷,false,否,[],[],买卖合同关系,[],,,[],"[""《中华人民共和国民事诉讼法》第二百五十三条""]",[],[],"[""返还本金或原物""]",马某某偿还魏某某2万元订金,订金视为预付款，合同解除后应退还；马某某不能证明魏某某违约或订金抵作违约金,[],20000,原告诉请本金,魏某某向一审法院起诉请求:一、判令马某某偿还魏某某订金2万元,民事,买卖合同纠纷,false,否,[],[],买卖合同关系,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项"",""《最高人民法院关于适用《中华人民共和国民事诉讼法》的解释》第三百二十八条""]",[],[],"[""返还本金或原物""]",驳回上诉，维持原判,马某某已退还部分订金，默认解除合同；二审中提出违约责任诉请未经调解，不予审查,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
5b2bf364-c3c8-4735-a9e9-a89300937adc,ok,deepseek-v4-pro,0,27360,原告诉请本金,赵某某向一审法院起诉请求:判令由陈某某偿还赵某某借款27360元,民事,民间借贷纠纷,false,否,[],[],传销行为，非民间借贷关系,[],,,[],"[""《中华人民共和国合同法》第七条"",""《中华人民共和国合同法》第五十二条"",""《禁止传销条例》(国务院令第444号)第二条"",""《禁止传销条例》(国务院令第444号)第七条第一款""]",[],[],"[""不受法律保护"",""涉嫌犯罪""]",驳回原告赵某某的全部诉讼请求。,32800元款项系赵某某为取得千源公司茶商资格分取红利而交纳的入会会费，双方之间不存在民间借贷关系，实为传销行为，欠条不具备民间借贷意思表示，赵某某以民间借贷为基础法律关系请求还款不符合法律规定。,[],27360,原告诉请本金,上诉人赵某某上诉请求:二、改判陈某某偿还赵某某借款27360元,民事,民间借贷纠纷,false,否,[],[],非民间借贷合同关系,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第(一)项"",""《最高人民法院关于审理民间借贷案件适用法律若干问题的解释》第十五条""]",[],[],"[""不受法律保护""]",驳回上诉，维持原判。,根据证据能够认定赵某某支付给陈某某的32800元并非借款，双方并未形成民间借贷合同关系，赵某某坚持以民间借贷法律关系主张权利，其诉讼请求不应予以支持。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
35886a9c-8786-48bb-a74b-a9c600af4cb7,ok,deepseek-v4-pro,0,3000000,原告诉请本金,陈某3、陈某2向一审法院起诉请求：...判令被告返还原告eth(以太币)600个...如无法返还或返还不能，则按照一个以太币折算成5000元的比例赔偿原告相应的损失3000000元,民事,委托合同纠纷,true,是,"[""以太币"",""虚拟货币""]","[""委托理财/代投""]",委托合同关系,"[""特定虚拟商品"",""不具有法偿性"",""非货币"",""不属于法定货币""]",未明确,,"[""违反法律强制性规定"",""违背公序良俗"",""扰乱金融秩序"",""非法金融活动""]","[""《中华人民共和国民法总则》第八条"",""《中华人民共和国民法通则》第六条"",""《中华人民共和国民法通则》第七条"",""《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》第九十条""]","[""《关于防范比特币风险的通知》"",""《关于防范代币发行融资风险的公告》""]","[""2013五部委通知"",""2017九四公告""]","[""不受法律保护"",""风险自担"",""合同无效""]",驳回原告陈某3、陈某2的诉讼请求。,以太币不是真正意义上的货币，公民使用虚拟货币进行投资虽系个人自由，但不受法律保护，投资风险及后果由原告自行承担。,[],3000000,原告诉请本金,陈某3、陈某2上诉请求：...改判被上诉人向上诉人返还eth(以太币)600个...如无法返还或返还不能，则赔偿上诉人相应的损失,民事,委托合同纠纷,true,是,"[""以太币"",""虚拟货币""]","[""委托理财/代投""]",委托合同关系,"[""商品属性"",""财产价值"",""不具有法偿性"",""非货币""]",无效,,"[""违反法律强制性规定"",""违背公序良俗"",""非法金融活动""]","[""《中华人民共和国合同法》第五十二条"",""《中华人民共和国合同法》第五十八条"",""《中华人民共和国合同法》第四百条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第二项""]","[""《关于防范代币发行融资风险的公告》""]","[""2017九四公告""]","[""合同无效"",""返还本金或原物"",""违背公序良俗"",""违反强制性规定""]",撤销一审判决；张某某返还陈某3、陈某2600个以太币；驳回陈某3、陈某2的其他诉讼请求。,以太币具有商品属性和财产价值，法律未禁止持有和合法流转；委托合同因目的违法无效，但合同无效不等于无需返还，张某某未能证明已将以太币投入项目，应返还。,[],改判,二审,_second_instance,true,true,false,"[""direct_related_contract_validity"",""judicial_framing"",""outcome_summary"",""reasoning_summary"",""virtual_currency_property_status"",""reasons_for_invalidity_or_no_protection"",""cited_laws"",""cited_policies"",""policy_labels""]"
c89465a3-9314-4e12-a264-a9bf0043e348,ok,deepseek-v4-pro,0,72319,原告诉请本金,马某某向一审法院起诉请求:1、新锐公司退还马某某交付的保证金5000元;2、新锐公司退还系统账户内余额31479元;3、新锐公司退还马某某系统账户魔法币价值人民币7700元;4、新锐公司收回价值28140元的存货并退还马某某货款28140元。合计72319元。,民事,合同纠纷,false,否,[],[],无名合同,[],有效,,[],"[""《中华人民共和国合同法》第五条"",""《中华人民共和国合同法》第七十七条"",""《中华人民共和国合同法》第七十八条"",""《中华人民共和国合同法》第九十二条"",""《中华人民共和国合同法》第一百一十四条"",""《中华人民共和国合同法》第一百二十四条"",""《最高人民法院关于适用<中华人民共和国合同法>若干问题的解释(二)》第二十九条"",""《最高人民法院关于适用<中华人民共和国民事诉讼法>的解释》第九十条""]",[],[],"[""合同有效"",""返还本金或原物"",""风险自担""]",新锐公司返还保证金5000元、系统账户余额31479元、魔法币对应7700元、货款28140元，马某某退还存货并支付违约金16000元，驳回其他反诉请求。,合同有效，双方均对销售情况负有责任，合同期限届满，马某某无法继续销售，从公平角度支持退货退款，但马某某应承担部分违约责任。,[],72319,原告诉请本金,马某某向一审法院起诉请求:1、新锐公司退还马某某交付的保证金5000元;2、新锐公司退还系统账户内余额31479元;3、新锐公司退还马某某系统账户魔法币价值人民币7700元;4、新锐公司收回价值28140元的存货并退还马某某货款28140元。合计72319元。,民事,合同纠纷,false,否,[],[],无名合同,[],有效,,[],"[""《中华人民共和国合同法》第一百三十条"",""《最高人民法院关于适用〈中华人民共和国合同法〉若干问题的解释(二)》第二十九条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""合同有效"",""返还本金或原物"",""风险自担""]",驳回上诉，维持原判。,双方非买卖合同关系，授权期限届满，应退还保证金、系统余额、魔法币对应价款及存货价款，违约金调整合理。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
cfc88dc3-c98f-4727-9334-aad100f96095,ok,deepseek-v4-pro,0,48000,原告诉请本金,宋某某向一审法院起诉请求:1、被告立即返还原告48000元,民事,不当得利纠纷,true,是,"[""快捷币""]","[""买卖/兑换"",""挖矿""]",不当得利,[],,,[],"[""《中华人民共和国民法总则》第一百二十二条"",""《中华人民共和国民事诉讼法》第六十四条""]",[],[],"[""返还本金或原物""]",被告熊某某返还原告宋某某48000元，驳回其他诉讼请求。,被告取得48000元没有法律根据，构成不当得利，应当返还。,[],48000,原告诉请本金,"熊某某上诉请求:1、依法撤销XXX人民法院(2019)云0723民初504民事判决书,驳回被上诉人对上诉人的诉讼请求。",民事,不当得利纠纷,true,是,"[""快捷币""]","[""买卖/兑换"",""挖矿""]",不当得利,[],,,"[""非法金融活动""]","[""《中华人民共和国民事诉讼法》第一百七十条第一款第(一)项""]",[],[],"[""返还本金或原物"",""非法金融活动""]",驳回上诉，维持原判。,上诉人收到被上诉人48000元没有合法根据，属不当得利；上诉人代理区块链及数字货币投资不具有合法性，上诉请求不成立。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
05802b14-637a-4d8c-92ba-aa0e0100bd2b,ok,deepseek-v4-pro,0,1000000,原告诉请本金,香港阿里巴巴公司向一审法院提出诉讼请求:1.上海区链公司赔偿香港阿里巴巴公司经济损失人民币(以下币种相同)100万元,民事,侵害商标权纠纷,true,是,"[""飞币""]","[""交易所交易""]",侵害商标权,[],,,[],"[""《中华人民共和国商标法》第五十七条第六项"",""《中华人民共和国商标法实施条例》第七十五条""]",[],[],"[""证据不足""]",驳回香港阿里巴巴公司的全部诉讼请求。,上海区链公司并非虚拟货币飞币的发某方，19800网是虚拟货币交易平台；香港阿里巴巴公司的涉案商标无知名度，上海区链公司无过错，不构成帮助侵权。,[],1000000,原告诉请本金,"上诉人香港阿里巴巴公司上诉请求:撤销一审判决,改判支持上诉人一审诉讼请求。一审诉讼请求包括赔偿经济损失100万元",民事,侵害商标权纠纷,true,是,"[""飞币""]","[""交易所交易""]",侵害商标权,[],,,[],"[""《中华人民共和国商标法》第五十七条第二项"",""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],"[""证据不足""]",驳回上诉，维持原判。,上诉人未实际使用涉案注册商标，相关公众不会产生混淆；被上诉人作为交易平台提供方，在涉案注册商标未实际使用且无知名度的情况下，不存在明知或应知侵权的情形，不构成侵权。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
bae3de51-c334-42d6-9489-aa7100282c8b,ok,deepseek-v4-pro,0,1000000,原告诉请本金,聪明狗公司一审请求：3.判令天猫公司、淘宝软件公司连带赔偿聪明狗公司经济损失及为制止侵权行为所支付的合理支出共计100万元。,民事,不正当竞争纠纷,false,否,[],[],不正当竞争纠纷,[],,,[],"[""《中华人民共和国反不正当竞争法》(2017修订)第十二条""]",[],[],[],驳回某公司1的全部诉讼请求。,聪明狗公司未提供证据证明天猫公司、淘宝软件公司实施了破坏、妨碍购物党比价插件运行的行为，且购物党比价插件存在因自身原因无法兼容的可能性，故天猫公司、淘宝软件公司的行为不构成不正当竞争。,[],,,,民事,不正当竞争纠纷,false,否,[],[],不正当竞争纠纷,[],,,[],"[""《中华人民共和国反不正当竞争法》(2019年修正)第十二条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第(一)项""]",[],[],[],驳回上诉，维持原判。,聪明狗公司提交的现有证据不足以证明二被上诉人通过技术手段恶意对购物党插件实施不兼容或其他妨碍、破坏行为，一审判决认定事实清楚，适用法律正确。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
117bb9d1-6703-470b-9ac4-aad1011fcc53,ok,deepseek-v4-pro,0,1769.00,原告诉请本金,关某某向一审法院起诉请求：...退还实付购物款1769.00元并支付购物款金额三倍的赔偿，计5307.00元,民事,网络购物合同纠纷,false,否,[],[],网络购物合同关系,[],,,[],"[""《中华人民共和国消费者权益保护法》第四十四条""]",[],[],[],驳回原告关某某的诉讼请求。,沈阳京东作为网络交易平台提供者，能够提供销售者真实信息，且无证据证明其明知或应知销售者利用平台侵害消费者权益，故无过错，不支持解除合同及赔偿。,[],1769.00,原告诉请本金,关某某上诉请求：...退还实付购物款1769.00元并支付购物款金额三倍的赔偿，计5307.00元,民事,网络购物合同纠纷,false,否,[],[],网络购物合同关系,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],[],驳回上诉，维持原判。,关某某未能证明沈阳京东存在“0元购”虚假宣传或欺诈行为，且其多次购买同类产品，对产品情况知悉，证据不足，上诉请求不成立。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
be22ae53-4805-4a6e-9840-aa040011afe5,ok,deepseek-v4-pro,0,43503,原告诉请本金,王某某向一审法院起诉请求：1.要求途游公司三倍赔偿充值金额共计128730元,民事,财产损害赔偿纠纷,false,否,[],[],服务合同关系,[],,,[],[],[],[],[],驳回王某某诉讼请求。,途游公司具有经营资质，双方服务关系合法有效；VIP特权说明设定了补足金币的条件，王某某应明知权限范围，其主张欺诈及赔偿请求无事实与法律依据。,[],43503,原告诉请本金,王某某上诉请求：1.撤销XXXXXX人民法院民事判决书，依法改判由途游公司向王某某支付2016年6月22日至2018年6月11日王某某在途游公司处累计充值额的三倍赔偿金130509元,民事,财产损害赔偿纠纷,false,否,[],[],服务合同关系,[],,,[],"[""《中华人民共和国民事诉讼法》第一百七十条第一款第一项""]",[],[],[],驳回上诉，维持原判。,王某某已就欺诈行为与途游公司达成赔偿一致意见并履行完毕，再次提出赔偿请求缺乏法律依据。,[],驳回上诉、维持原判,一审,_first_instance,false,false,false,[]
534eaa1b-449c-48d6-8dc0-aaa9008b9aaf,ok,deepseek-v4-pro,0,93000,原告诉请本金,李某某向一审法院起诉请求:1、请求解除李某某与昱霖珠宝部之间的买卖合同;2、判令昱霖珠宝部立即返还购货款人民币93000元及其资金占用利息,民事,互易纠纷,true,是,"[""云付通货币""]","[""买卖/兑换""]",买卖合同关系,[],有效,,[],"[""《中华人民共和国合同法》第八条"",""《中华人民共和国合同法》第三十二条"",""《中华人民共和国合同法》第四十四条"",""《中华人民共和国合同法》第九十三条"",""《中华人民共和国合同法》第九十七条"",""《最高人民法院〈关于民事诉讼证据的若干规定〉》第二条""]",[],[],"[""合同无效"",""返还本金或原物""]",解除买卖合同，驳回李某某返还人民币及利息的诉讼请求。,买卖合同有效，但李某某支付的是云付通货币，云付通货币与人民币不具有等价性，解除合同后只能返还云付通货币，要求返还人民币及利息无法律依据。,[],46500,原告诉请本金,李某某上诉请求第二项变更为“依法改判被上诉人立即向上诉人赔偿购货款人民币46500元及资金占用利息”,民事,互易纠纷,true,是,"[""云付通余额""]","[""买卖/兑换""]",互易合同关系,"[""虚拟财产""]",有效,,[],"[""《中华人民共和国合同法》第一百七十五条"",""《中华人民共和国合同法》第一百四十二条"",""《中华人民共和国合同法》第九十七条"",""《中华人民共和国民事诉讼法》第一百七十条第一款第二项""]",[],[],"[""合同无效"",""折价赔偿""]",维持一审解除合同判项，撤销一审驳回诉讼请求判项，改判昱霖珠宝部赔偿李某某经济损失46500元，李某某返还46500元云付通余额，驳回其他上诉请求。,合同性质为互易合同，合法有效。云付通余额交付后风险由昱霖珠宝部承担，仅返还云付通余额不足以弥补损失，故支持赔偿一半损失并返还一半云付通余额。,[],部分改判,二审,_second_instance,true,true,false,"[""case_amount"",""case_amount_type"",""legal_characterization"",""virtual_currency_property_status"",""judicial_framing"",""outcome_summary"",""reasoning_summary""]"
